"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-559 0.278309805818487 2 43 "GO:0000387" "spliceosomal snRNP assembly" 0.502910701742178
-1255 0.150253429993466 8 15 "GO:0000394;GO:0006388" "RNA splicing, via endonucleolytic cleavage and ligation" 0.355364025013249
1196 0.0116241465218846 5 51 "GO:0000413" "protein peptidyl-prolyl isomerization" 0.0660211376281078
771 0.273894740922986 3 23 "GO:0000422;GO:0061726" "autophagy of mitochondrion" 0.497155406724943
-1826 0.0132647086171672 2 21 "GO:0000460" "maturation of 5.8S rRNA" 0.0721160206196924
296 0.600035195402893 2 36 "GO:0000462" "maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.765369970606786
-1330 0.0238785003760665 10 33 "GO:0000463" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.108115653111202
-1376 0.0257409772655265 2 30 "GO:0000469" "cleavage involved in rRNA processing" 0.113524847575319
-1320 0.0088520265358289 2 45 "GO:0000470" "maturation of LSU-rRNA" 0.0542713531660938
-1299 0.0857010517988777 2 20 "GO:0000478;GO:0090502" "RNA phosphodiester bond hydrolysis, endonucleolytic" 0.251636788222606
-1782 3.9118390686378e-05 4 61 "GO:0000723;GO:0032200" "telomere maintenance" 0.00083076169911277
-2339 9.58698841590375e-11 7 88 "GO:0000724;GO:0000725" "recombinational repair" 7.05328433455776e-09
-1772 0.000442675005273876 2 45 "GO:0000726;GO:0006303" "non-recombinational repair" 0.00556042994429381
-2249 0.00291351767859598 2 20 "GO:0000727" "double-strand break repair via break-induced replication" 0.023444712569952
-1081 0.043158392049772 2 40 "GO:0000731;GO:0019985" "DNA synthesis involved in DNA repair" 0.161354423997333
-443 0.138545319869521 2 129 "GO:0000902" "cell morphogenesis" 0.338556772160395
-729 0.0737269883817002 4 69 "GO:0000904" "cell morphogenesis involved in differentiation" 0.228731319376961
-2171 0.00132176371799561 3 25 "GO:0000959" "mitochondrial RNA metabolic process" 0.0138845565152304
-351 0.11644495770964 3 232 "GO:0001101" "response to acid chemical" 0.305186530384044
-561 0.46904895854992 2 19 "GO:0001501" "skeletal system development" 0.664997147015028
718 0.410730702636147 2 15 "GO:0001503" "ossification" 0.6131847285322
1262 0.00134430165077903 3 74 "GO:0001505" "regulation of neurotransmitter levels" 0.0138946863168562
262 0.60681250730138 2 44 "GO:0001508" "action potential" 0.76807749434218
-705 0.0933342277002025 2 65 "GO:0001510" "RNA methylation" 0.265197943534368
-218 0.762189816303925 2 22 "GO:0001522" "pseudouridine synthesis" 0.862017129075112
565 0.376103389027888 2 28 "GO:0001523" "retinoid metabolic process" 0.586061256730294
-453 0.316257652979524 2 56 "GO:0001525" "angiogenesis" 0.539196952451824
-3243 8.65180861887965e-09 3 36 "GO:0001539;GO:0060285" "cilium or flagellum-dependent cell motility" 4.14481994299816e-07
159 0.596937915568566 4 127 "GO:0001558" "regulation of cell growth" 0.765012351900873
-519 0.538861525770508 2 16 "GO:0001568" "blood vessel development" 0.721853336984386
-2197 6.79913873727493e-06 3 48 "GO:0001578" "microtubule bundle formation" 0.000170807631692517
-958 0.0271044628709758 5 61 "GO:0001654;GO:0007423" "sensory organ development" 0.117411851641408
-119 0.791917981323195 2 56 "GO:0001666;GO:0036293" "response to decreased oxygen levels" 0.880386549616396
384 0.271630591081428 2 94 "GO:0001667;GO:0010631" "ameboidal-type cell migration" 0.495184971351984
39 0.946874228532311 4 33 "GO:0001676" "long-chain fatty acid metabolic process" 0.96658122436896
107 0.874636507931118 3 25 "GO:0001678;GO:0071326;GO:0071331;GO:0071333" "cellular glucose homeostasis" 0.930176151955655
-553 0.209665773251598 6 59 "GO:0001701;GO:0043009" "chordate embryonic development" 0.43071460364332
360 0.579939580154783 2 27 "GO:0001708" "cell fate specification" 0.75236050379093
628 0.308997358870295 5 30 "GO:0001732" "formation of cytoplasmic translation initiation complex" 0.53177490331897
780 0.302201273699862 2 20 "GO:0001736;GO:0007164" "establishment of tissue polarity" 0.526233832478204
1163 0.168440890278132 2 16 "GO:0001751" "compound eye photoreceptor cell differentiation" 0.383412413229781
-652 0.247110387320258 2 36 "GO:0001763" "morphogenesis of a branching structure" 0.473092377211646
89 0.893668637637601 4 26 "GO:0001764" "neuron migration" 0.937846990047273
237 0.398444803626163 2 146 "GO:0001775;GO:0045321" "cell activation" 0.603933454293679
116 0.709496388595831 3 118 "GO:0001817" "regulation of cytokine production" 0.832557495000094
347 0.423679626915005 2 61 "GO:0001818" "negative regulation of cytokine production" 0.62520059559091
-464 0.318453452481664 2 53 "GO:0001819" "positive regulation of cytokine production" 0.54037406269541
-1711 0.00483854935652584 4 31 "GO:0001822" "kidney development" 0.0347495782048383
-2004 0.00658036290644732 2 21 "GO:0001843;GO:0060606" "tube closure" 0.0437275728621983
-1957 0.00958282916034771 3 20 "GO:0001845" "phagolysosome assembly" 0.0577211347085271
194 0.741702156972248 2 33 "GO:0001889" "liver development" 0.850254002984324
805 0.092337304720811 5 50 "GO:0001894" "tissue homeostasis" 0.263751628217951
-106 0.409316271514419 3 734 "GO:0001932;GO:0031399;GO:0042325;GO:0019220;GO:0051174" "regulation of protein modification process" 0.612339520203125
461 0.0653045533409375 3 185 "GO:0001933;GO:0042326;GO:0045936;GO:0010563" "negative regulation of phosphate metabolic process" 0.213535523622748
-182 0.291644616120823 2 397 "GO:0001934;GO:0031401;GO:0042327;GO:0045937;GO:0010562" "positive regulation of protein modification process" 0.517971521809886
-919 0.2484049278547 2 18 "GO:0001936" "regulation of endothelial cell proliferation" 0.474248518425099
-1713 0.0234236817243912 3 20 "GO:0001947;GO:0003143" "embryonic heart tube morphogenesis" 0.107467225728833
555 0.411611812858231 3 25 "GO:0001952" "regulation of cell-matrix adhesion" 0.613545828138897
-629 0.307891435911706 3 30 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 0.530758458559092
-604 0.424295859314882 3 20 "GO:0001960;GO:0060761" "negative regulation of cytokine-mediated signaling pathway" 0.625661753893097
-263 0.431570182023644 2 103 "GO:0002009;GO:0048729" "tissue morphogenesis" 0.633215509236971
-315 0.669472558170573 2 21 "GO:0002027;GO:0086065;GO:1903779" "regulation of heart rate" 0.810766296197167
458 0.5161212753866 2 23 "GO:0002028" "regulation of sodium ion transport" 0.70457907706852
-160 0.792459737452994 2 31 "GO:0002064" "epithelial cell development" 0.880510819392216
144 0.856485411646759 2 18 "GO:0002090" "regulation of receptor internalization" 0.919129586391238
-762 0.325777431684843 8 19 "GO:0002097" "tRNA wobble base modification" 0.546944995330706
917 0.175092693990294 2 25 "GO:0002119;GO:0002164" "larval development" 0.391782243853318
90 0.819843878262695 5 74 "GO:0002181" "cytoplasmic translation" 0.897384903943226
807 0.232706756704818 2 25 "GO:0002183" "cytoplasmic translational initiation" 0.454815862250403
-3057 2.21142203238329e-05 2 22 "GO:0002200;GO:0016445" "somatic diversification of immune receptors" 0.00050616993185662
164 0.761542345331193 4 39 "GO:0002218" "activation of innate immune response" 0.862017129075112
-120 0.771282500383102 3 67 "GO:0002237;GO:0032496" "response to molecule of bacterial origin" 0.867745467388962
-880 0.176002801204485 2 27 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.392387197490519
764 0.208350889129971 2 31 "GO:0002250" "adaptive immune response" 0.429227025047539
220 0.408589100689801 2 163 "GO:0002252" "immune effector process" 0.611695892021068
323 0.456802388146275 4 61 "GO:0002253" "activation of immune response" 0.656673356302391
437 0.218481921455141 2 91 "GO:0002263;GO:0002366;GO:0002274;GO:0002275;GO:0002283;GO:0042119;GO:0036230;GO:0043299;GO:0043312" "cell activation involved in immune response" 0.440384303520147
191 0.241349587321392 1 448 "GO:0002376" "immune system process" 0.464654345684175
783 0.228836204023655 3 27 "GO:0002429;GO:0002768" "immune response-regulating cell surface receptor signaling pathway" 0.450671682876414
419 0.5121131606653 2 28 "GO:0002478;GO:0019884;GO:0048002" "antigen processing and presentation of peptide antigen" 0.700500073685603
-122 0.878088935512715 3 18 "GO:0002495;GO:0002504;GO:0019886" "antigen processing and presentation of peptide antigen via MHC class II" 0.93034291825503
-1406 0.0250812571326455 2 29 "GO:0002521;GO:1903131" "leukocyte differentiation" 0.11135213295959
-3007 0.000243324559929932 3 17 "GO:0002562;GO:0016444" "somatic diversification of immune receptors via germline recombination within a single locus" 0.00345688685141834
-66 0.73525561635367 3 311 "GO:0002682" "regulation of immune system process" 0.845456120459827
-587 0.0707806666982764 2 109 "GO:0002683" "negative regulation of immune system process" 0.223632167789033
248 0.347272267802138 2 166 "GO:0002684" "positive regulation of immune system process" 0.562015176669655
928 0.0866578494336675 4 39 "GO:0002685;GO:0002688" "regulation of leukocyte migration" 0.253572684422379
1792 0.00502665709234734 2 28 "GO:0002687;GO:0002690" "positive regulation of leukocyte migration" 0.0355403729258837
-918 0.0275547677644101 2 66 "GO:0002694;GO:0051249" "regulation of leukocyte activation" 0.118750672792228
-595 0.31186697834855 3 33 "GO:0002695;GO:0051250" "negative regulation of leukocyte activation" 0.53359300282227
-1220 0.0562350675837698 2 28 "GO:0002696;GO:0050867;GO:0051251" "positive regulation of cell activation" 0.194043951796593
-264 0.469994077673223 2 86 "GO:0002697" "regulation of immune effector process" 0.665439892827984
-1221 0.0605505401157752 2 27 "GO:0002698" "negative regulation of immune effector process" 0.20414748386006
38 0.945738252132524 2 37 "GO:0002699" "positive regulation of immune effector process" 0.966547456109529
-1663 0.0368419380001879 2 18 "GO:0002700" "regulation of production of molecular mediator of immune response" 0.144836626489288
38 0.953098633497174 3 28 "GO:0002703;GO:0002706;GO:0002822;GO:0002819" "regulation of adaptive immune response" 0.971490937656694
-40 0.956431142845688 4 21 "GO:0002705;GO:0002708;GO:0002824;GO:0002821" "positive regulation of adaptive immune response" 0.974405615362076
616 0.249707051504354 2 40 "GO:0002757;GO:0002764" "immune response-regulating signaling pathway" 0.476293079721268
662 0.347303553349743 2 23 "GO:0002758" "innate immune response-activating signal transduction" 0.562015176669655
-667 0.444234968659713 2 15 "GO:0002761" "regulation of myeloid leukocyte differentiation" 0.645926447494157
378 0.375623093327234 2 63 "GO:0002790;GO:0009306;GO:0035592;GO:0071692" "peptide secretion" 0.586061256730294
656 0.072567918191614 2 86 "GO:0002791;GO:0050708" "regulation of peptide secretion" 0.226843568246927
-397 0.581538567868079 3 22 "GO:0002792;GO:0050709" "negative regulation of peptide secretion" 0.752550322593902
977 0.0644609978259617 3 41 "GO:0002793;GO:0050714" "positive regulation of peptide secretion" 0.213221451234486
-66 0.776660907872235 2 215 "GO:0002831;GO:0031347" "regulation of defense response" 0.871891809382454
-156 0.733120207946752 2 55 "GO:0002832" "negative regulation of response to biotic stimulus" 0.845118986217297
-1100 0.179622421113005 3 17 "GO:0002920" "regulation of humoral immune response" 0.397445958638872
-825 0.033655308316877 3 76 "GO:0003002" "regionalization" 0.136600018932495
-232 0.0995971932909632 2 604 "GO:0003006" "developmental process involved in reproduction" 0.276731977482913
-107 0.547689615329968 2 370 "GO:0003008" "system process" 0.728710807489118
-318 0.478144848057047 3 57 "GO:0003012;GO:0006936" "muscle system process" 0.673259321255992
-835 0.149763293689851 3 34 "GO:0003013" "circulatory system process" 0.354611936782866
804 0.216265853465391 3 27 "GO:0003014" "renal system process" 0.437795757258945
-727 0.255207377000209 2 28 "GO:0003018;GO:0097746;GO:0035296;GO:0035150" "regulation of tube size" 0.480555024333117
-777 0.372958408633937 3 15 "GO:0003279" "cardiac septum development" 0.583810274913306
1038 0.00407693359825525 4 88 "GO:0003333;GO:1905039;GO:1903825" "carboxylic acid transmembrane transport" 0.030539938954203
-3424 9.93364468149789e-16 4 63 "GO:0003341" "cilium movement" 1.7052756703238e-13
-2778 0.000165007765896776 3 21 "GO:0003351;GO:0006858" "extracellular transport" 0.00257512119505575
-2764 0.000744504855411366 2 17 "GO:0003352;GO:1902019" "regulation of cilium movement" 0.00856804470473416
368 0.00870163584993859 2 613 "GO:0005975" "carbohydrate metabolic process" 0.0538299394921126
315 0.303543917222428 2 123 "GO:0005976" "polysaccharide metabolic process" 0.526365099645327
-474 0.474708098351477 3 26 "GO:0005984" "disaccharide metabolic process" 0.670712402334734
519 0.0437640300718583 2 175 "GO:0005996" "monosaccharide metabolic process" 0.162732674996441
111 0.71662931157521 4 124 "GO:0006006;GO:0019318" "hexose metabolic process" 0.834924585349795
-424 0.604460258381459 4 17 "GO:0006012" "galactose metabolic process" 0.76626961985588
-496 0.545142526303106 3 17 "GO:0006020" "inositol metabolic process" 0.727327463849999
493 0.190160222232086 2 81 "GO:0006022;GO:0030203" "aminoglycan metabolic process" 0.408477641082479
853 0.115157286217799 3 39 "GO:0006026" "aminoglycan catabolic process" 0.3029680837914
140 0.832791542922542 2 26 "GO:0006027" "glycosaminoglycan catabolic process" 0.903872802118249
1898 0.0205809427569531 2 17 "GO:0006029" "proteoglycan metabolic process" 0.0999923162248193
1394 0.0178359899180406 4 33 "GO:0006040" "amino sugar metabolic process" 0.0909515605638938
153 0.500817765602906 2 225 "GO:0006066" "alcohol metabolic process" 0.691941379706228
1150 0.137791968436603 3 19 "GO:0006067" "ethanol metabolic process" 0.337115742255822
334 0.5531320761643 4 36 "GO:0006071;GO:0019400" "alditol metabolic process" 0.731033357211922
613 0.17535108195765 2 56 "GO:0006073;GO:0044042" "glucan metabolic process" 0.391782243853318
490 0.144257163446456 2 102 "GO:0006081" "cellular aldehyde metabolic process" 0.34596842399496
-92 0.859448999374953 5 42 "GO:0006084" "acetyl-CoA metabolic process" 0.920580128483232
-392 0.594817718026114 6 21 "GO:0006085" "acetyl-CoA biosynthetic process" 0.762966686882811
-376 0.183803926095177 3 144 "GO:0006090;GO:0006096;GO:0006757;GO:0006165;GO:0046031;GO:0009132;GO:0046939;GO:0009179;GO:0009135;GO:0009185" "pyruvate metabolic process" 0.401287630422272
-1083 1.68914651762055e-08 3 318 "GO:0006091" "generation of precursor metabolites and energy" 7.56443875282246e-07
-19 0.968286338095954 2 51 "GO:0006094;GO:0019319" "gluconeogenesis" 0.983565017987014
-838 0.292439113956686 2 18 "GO:0006098;GO:0051156" "glucose 6-phosphate metabolic process" 0.517991895744431
1187 0.00211200617623195 2 77 "GO:0006099;GO:0006101;GO:0072350" "tricarboxylic acid metabolic process" 0.0193365898801681
1080 0.0853293912766467 2 29 "GO:0006103" "2-oxoglutarate metabolic process" 0.25111389211698
2950 0.000477558589353055 2 16 "GO:0006108" "malate metabolic process" 0.00592632948233309
267 0.516096503492818 2 68 "GO:0006109" "regulation of carbohydrate metabolic process" 0.70457907706852
-890 0.29221615747808 4 16 "GO:0006111" "regulation of gluconeogenesis" 0.517991895744431
-532 0.450664407874497 5 23 "GO:0006112;GO:0005977" "energy reserve metabolic process" 0.651029930029077
-458 0.295103921474499 2 60 "GO:0006140;GO:1900542" "regulation of nucleotide metabolic process" 0.520035911872664
-274 0.635982740831213 4 34 "GO:0006195;GO:0072523" "purine-containing compound catabolic process" 0.788473660278565
-1204 0.011862853999857 3 50 "GO:0006206;GO:0009112" "nucleobase metabolic process" 0.0669519979170012
-1679 0.0228128935858348 2 21 "GO:0006207" "'de novo' pyrimidine nucleobase biosynthetic process" 0.106644364173821
227 0.656823824604174 2 44 "GO:0006213;GO:0009220;GO:0009218;GO:0046134;GO:0046131;GO:0046132" "pyrimidine nucleoside metabolic process" 0.802049246404623
-124 0.759287585711189 2 70 "GO:0006220;GO:0006221;GO:0072528" "pyrimidine-containing compound biosynthetic process" 0.860832375654953
474 0.427656008772245 3 32 "GO:0006222;GO:0009174;GO:0046049;GO:0009130;GO:0009173;GO:0009129" "pyrimidine nucleoside monophosphate metabolic process" 0.629265270050589
-1296 8.29085635578503e-21 2 628 "GO:0006259" "DNA metabolic process" 4.28642875678682e-18
-1696 1.91217009611007e-10 2 163 "GO:0006260" "DNA replication" 1.2706678703183e-08
-1679 0.000868721487764097 3 45 "GO:0006261" "DNA-dependent DNA replication" 0.00983278167469253
-1657 0.0574321011154302 5 15 "GO:0006265" "DNA topological change" 0.196202534490524
-1593 0.0209671098069859 4 24 "GO:0006268" "DNA unwinding involved in DNA replication" 0.101390249301387
-2588 9.48052122464306e-05 5 26 "GO:0006270" "DNA replication initiation" 0.00169824988893606
-2105 0.000797037542968801 2 29 "GO:0006271;GO:0022616" "DNA strand elongation" 0.00912165188064295
-1229 0.00207398393123286 2 72 "GO:0006275" "regulation of DNA replication" 0.0192136942415919
-501 0.553348106160967 2 16 "GO:0006278" "RNA-dependent DNA biosynthetic process" 0.731033357211922
-1443 7.67213853599565e-19 5 447 "GO:0006281" "DNA repair" 2.25780076916443e-16
-476 0.29650811873853 2 55 "GO:0006282" "regulation of DNA repair" 0.521166147270795
-2313 0.00132779496771864 2 22 "GO:0006283" "transcription-coupled nucleotide-excision repair" 0.0138845565152304
-642 0.323577977305712 6 27 "GO:0006284" "base-excision repair" 0.545475149958893
-1274 0.00192320970539324 2 68 "GO:0006289" "nucleotide-excision repair" 0.0184270325260934
-1853 0.00118752764968495 2 35 "GO:0006298" "mismatch repair" 0.0127411820747448
-315 0.510067324303892 2 50 "GO:0006301" "postreplication repair" 0.700163344228532
-2171 4.18425592124257e-15 2 151 "GO:0006302" "double-strand break repair" 6.630436305969e-13
-793 0.214390959493298 5 28 "GO:0006304;GO:0044728" "DNA modification" 0.4355477086353
-1671 3.43216287499622e-11 5 182 "GO:0006310" "DNA recombination" 2.82810220899689e-09
-1807 0.0142679166819769 2 21 "GO:0006312" "mitotic recombination" 0.0769421684944304
-1556 0.0213218163838408 2 25 "GO:0006323;GO:0030261" "DNA packaging" 0.102384479605389
-938 7.29721912562455e-07 2 327 "GO:0006325" "chromatin organization" 2.50537856646443e-05
-316 0.535975676936096 2 44 "GO:0006333;GO:0031497" "chromatin assembly or disassembly" 0.721169101559999
-216 0.726113853265306 3 30 "GO:0006334" "nucleosome assembly" 0.839390874145079
-1005 0.00334361966744763 2 98 "GO:0006338" "chromatin remodeling" 0.0261421044744262
-531 0.346126578434928 6 36 "GO:0006342;GO:0045814" "chromatin silencing" 0.56109120651847
-1155 0.000182205023833512 6 121 "GO:0006351;GO:0097659" "nucleic acid-templated transcription" 0.00278031369701507
-1465 0.000885685526395022 5 59 "GO:0006352" "DNA-templated transcription, initiation" 0.00991582708898775
-2302 3.46827628345552e-05 2 37 "GO:0006353" "DNA-templated transcription, termination" 0.000752068330938776
-2601 5.45317861279956e-08 2 50 "GO:0006354;GO:0006368" "DNA-templated transcription, elongation" 2.11953734761643e-06
-1100 3.98208596753188e-23 2 1011 "GO:0006355;GO:1903506;GO:2001141;GO:0051252" "regulation of RNA metabolic process" 4.10154854655784e-20
-1182 0.117877708418642 2 20 "GO:0006356" "regulation of transcription by RNA polymerase I" 0.308157461094419
-1099 2.26853924486988e-13 2 532 "GO:0006357" "regulation of transcription by RNA polymerase II" 2.74893579084233e-11
-1732 0.0470393598042058 2 15 "GO:0006359" "regulation of transcription by RNA polymerase III" 0.169407484609552
-957 0.194169944822963 3 21 "GO:0006360" "transcription by RNA polymerase I" 0.411512434501341
-556 0.00739191250657509 6 271 "GO:0006364;GO:0016072" "rRNA metabolic process" 0.0484947126227538
-1289 0.00251418115205171 3 63 "GO:0006366" "transcription by RNA polymerase II" 0.0217613998875064
-1379 0.0190853271411653 2 33 "GO:0006367" "transcription initiation from RNA polymerase II promoter" 0.0945090719009628
-3039 0.000494112615389967 6 15 "GO:0006369" "termination of RNA polymerase II transcription" 0.00609504184253492
-1730 0.0189678338018781 7 21 "GO:0006370;GO:0009452;GO:0036260" "RNA capping" 0.0943888529430209
-2816 0.000193451001524679 2 20 "GO:0006376" "mRNA splice site selection" 0.0028877468343539
-924 0.134531502648973 3 30 "GO:0006383" "transcription by RNA polymerase III" 0.333210094359546
-1162 8.32316263453752e-21 3 793 "GO:0006396" "RNA processing" 4.28642875678682e-18
-1426 4.84711196940139e-20 2 492 "GO:0006397;GO:0016071" "mRNA metabolic process" 1.99701013139337e-17
-718 0.00201144522210255 2 215 "GO:0006399" "tRNA metabolic process" 0.0189204436416952
-731 0.0505962430897157 7 82 "GO:0006400" "tRNA modification" 0.17908635870243
-832 0.00389216544537747 2 139 "GO:0006401" "RNA catabolic process" 0.0294774294760205
-789 0.0151052561257131 3 109 "GO:0006402;GO:0000956" "mRNA catabolic process" 0.0801980093272397
-882 0.183449240804823 3 26 "GO:0006403;GO:0008298" "RNA localization" 0.401287630422272
-821 0.0409576746918679 2 71 "GO:0006405;GO:0051168" "nuclear export" 0.156245944194903
-1368 0.00877857945597007 3 42 "GO:0006406" "mRNA export from nucleus" 0.0540302585479561
-31 0.861431561997893 2 369 "GO:0006412;GO:0043043" "peptide biosynthetic process" 0.92088687997699
459 0.271196124909897 3 66 "GO:0006413" "translational initiation" 0.495184971351984
-282 0.563603266183848 5 48 "GO:0006414" "translational elongation" 0.74139382397109
1173 0.14076071852364 5 18 "GO:0006415" "translational termination" 0.341436015630071
-813 7.13906526852014e-05 3 279 "GO:0006417;GO:0010608;GO:0034248" "posttranscriptional regulation of gene expression" 0.00136171059751403
-915 0.0185578997183826 7 76 "GO:0006418;GO:0043039;GO:0043038" "tRNA aminoacylation for protein translation" 0.0937047518842653
-335 0.520617301384731 5 42 "GO:0006446" "regulation of translational initiation" 0.708837832685093
-65 0.914417373406844 7 31 "GO:0006448" "regulation of translational elongation" 0.948489319847985
53 0.796860973769493 2 275 "GO:0006457" "protein folding" 0.882469012159296
213 0.690403133294771 3 40 "GO:0006458;GO:0051084;GO:0051085" "'de novo' protein folding" 0.823221302450197
550 0.137115664109609 2 84 "GO:0006469;GO:0033673;GO:0051348" "negative regulation of transferase activity" 0.335860009590719
330 0.303156646264258 3 112 "GO:0006470" "protein dephosphorylation" 0.526365099645327
213 0.668930401767952 6 46 "GO:0006471" "protein ADP-ribosylation" 0.810611192832701
-475 0.240472606000108 6 70 "GO:0006473" "protein acetylation" 0.464426398826217
-11 0.989834062371005 2 15 "GO:0006474" "N-terminal protein amino acid acetylation" 0.993693064563485
-384 0.404785048502632 2 54 "GO:0006475;GO:0016573;GO:0018393;GO:0018394" "internal protein amino acid acetylation" 0.608339221282307
-48 0.923883008438361 6 46 "GO:0006476;GO:0035601;GO:0098732;GO:0016575" "protein deacylation" 0.954462887353573
580 0.100830770569242 6 92 "GO:0006479;GO:0008213" "protein methylation" 0.279557721901263
2092 0.00242944009054476 2 24 "GO:0006481;GO:0018410" "C-terminal protein amino acid modification" 0.021296368453286
181 0.47936974584302 2 177 "GO:0006486;GO:0043413;GO:0070085" "glycosylation" 0.674062577772438
357 0.510167562954867 2 39 "GO:0006487" "protein N-linked glycosylation" 0.700163344228532
-194 0.773847427997233 2 25 "GO:0006491" "N-glycan processing" 0.869207034718811
323 0.577072455756672 4 34 "GO:0006493" "protein O-linked glycosylation" 0.75143442405736
1478 0.000142287144752921 3 76 "GO:0006497" "protein lipidation" 0.00230796471016549
200 0.0799408083630777 2 955 "GO:0006508" "proteolysis" 0.241463438750645
145 0.2819397090317 2 663 "GO:0006511;GO:0019941;GO:0043632;GO:0051603" "proteolysis involved in cellular protein catabolic process" 0.506802618329234
-632 0.340131902356313 2 26 "GO:0006513" "protein monoubiquitination" 0.553608332533909
-941 0.0995394867221347 2 35 "GO:0006515" "protein quality control for misfolded or incompletely synthesized proteins" 0.276731977482913
464 0.00204123729475179 2 528 "GO:0006520;GO:1901605" "cellular amino acid metabolic process" 0.0190269177700846
1345 0.0682354261707982 8 21 "GO:0006525" "arginine metabolic process" 0.218948563725614
-263 0.755779150687311 2 16 "GO:0006528" "asparagine metabolic process" 0.859693567319636
208 0.758591736960027 2 25 "GO:0006534" "cysteine metabolic process" 0.860517058445846
